Player,ano,GPos3CONE,cp1,altura,peso,3Cone
Anthony Castonzo,2011,g10,-31.9531619641381,200.66,141.067112,7.25
Josh Boyd,2013,g10,-29.0637340273733,190.5,140.61352,7.16
Jonathan Orr,2006,g12,20.8526705229792,187.96,89.811216,7.31
Quandre Diggs,2015,g12,24.7946168369967,175.26,88.904032,7.22
Byron Jones,2015,g12,21.0247585187346,185.42,90.264808,6.78
Kyle Van Noy,2014,g11,0.430683752786034,190.5,110.222856,7.22
Zach Cunningham,2017,g11,4.39262046952384,190.5,106.140528,7.03
Ben Braunecker,2016,g11,-2.6508225824545,190.5,113.398,6.9
Godwin Igwebuike,2018,g12,18.9957705607467,182.88,92.98636,6.56
Chris Thompson,2004,g12,26.0392136127251,182.88,85.728888,7.09
Richie Ross,2006,g12,14.785697051736,193.04,94.800728,6.95
Lendy Holmes,2009,g12,18.5555553699981,182.88,93.439952,7.28
Jordan Hicks,2015,g11,4.73679646103463,185.42,107.047712,6.78
Cameron Graham,2011,g11,-0.00953143796261358,190.5,110.676448,7.19
Dwayne Allen,2012,g11,-4.85189853619773,190.5,115.66596,7.12
Dax Raymond,2019,g11,-6.07650490920582,195.58,115.66596,7.15
Dashon Goldson,2007,g12,17.7711641877386,187.96,92.98636,7.37
Javon Walker,2002,g12,14.9577850474914,190.5,95.25432,6.86
Sabby Piscitelli,2007,g12,8.79477237701032,190.5,101.604608,6.84
Sean Richardson,2012,g12,12.9287970895035,187.96,97.975872,7.01
D.J. Swearinger,2013,g12,18.8997313615089,177.8,94.347136,6.7
Jake Ferguson,2022,g11,-3.87542895546258,195.58,113.398,7.03
Devin White,2019,g11,4.90888445679002,182.88,107.501304,7.07
Daniel Sorensen,2014,g12,18.3834673742427,185.42,92.98636,6.47
Brandon McDonald,2007,g12,30.1732383252183,180.34,82.100152,7.44
Jamar Adams,2008,g12,14.6896578524981,187.96,96.161504,6.9
Donald Thomas,2008,g10,-25.9822276921328,190.5,137.438376,7.45
Larry Warford,2013,g10,-38.7484682238435,190.5,150.592544,7.78
B.J. Catalon,2015,g11,30.4213751174912,170.18,84.368112,6.9
Nat Berhe,2014,g12,25.5029592227386,177.8,87.543256,7.08
Cole Toner,2016,g10,-28.5274796373868,195.58,138.799152,7.88
Ryan Shazier,2014,g11,4.29658127028598,185.42,107.501304,6.91
Chad Jones,2010,g12,10.7277211357603,187.96,100.243832,6.83
Brandon Moore,2002,g10,-21.5800757846463,190.5,132.902456,7.84
Sean Considine,2005,g12,15.9142642255062,182.88,96.161504,7.09
Kevin Simon,2006,g11,7.0139212112954,177.8,106.59412,7.69
Justin Anderson,2012,g10,-40.6814169825935,193.04,151.95332,8.04
DeAndrew White,2015,g12,24.8906560362345,180.34,87.543256,6.97
Daniel Brunskill,2017,g10,-14.0003783426815,195.58,123.830616,7.9
Patrick Venzke,2001,g10,-27.8191372516449,198.12,137.438376,8.08
Mike Jones,2007,g10,-29.8481252096328,195.58,140.159928,7.8
Tim Williams,2017,g11,-0.00953143796261358,190.5,110.676448,7.36
Kalen Ballage,2018,g11,8.2585179870238,185.42,103.418976,6.91
Logan Bruss,2022,g10,-29.8481252096328,195.58,140.159928,7.57
Johnathan Franklin,2013,g11,20.2203769337548,177.8,92.98636,6.89
Tyler Starr,2014,g11,-3.26312576895853,193.04,113.398,6.64
Tye Hill,2006,g12,29.0246807487277,177.8,83.91452,6.63
T.J. Jackson,2006,g10,-24.5855333233693,182.88,137.891968,7.72
Shane Walton,2003,g12,28.8525927529724,180.34,83.460928,7.05
Geno Hayes,2008,g11,9.1389483685211,185.42,102.511792,7.22
Antonio Allen,2012,g12,16.1823914204995,185.42,95.25432,7.02
Deuce Lutui,2006,g10,-40.2412017918449,193.04,151.499728,8.04
Kentrell Brothers,2016,g11,1.38716293080086,182.88,111.13004,6.99
